,DATE,Year,Month,Day,Employment
11228,1982-06-18,1982,6,18,89882.5
11229,1982-06-21,1982,6,21,89822.0
11230,1982-06-22,1982,6,22,89761.5
11231,1982-06-23,1982,6,23,89701.0
11232,1982-06-24,1982,6,24,89640.5
11233,1982-06-25,1982,6,25,89580.0
11234,1982-06-28,1982,6,28,89519.5
11235,1982-06-29,1982,6,29,89459.0
11236,1982-06-30,1982,6,30,89398.5
11237,1982-07-01,1982,7,1,89338.0
11238,1982-07-02,1982,7,2,89332.0
11239,1982-07-06,1982,7,6,89326.0
11240,1982-07-07,1982,7,7,89320.0
11241,1982-07-08,1982,7,8,89314.0
11242,1982-07-09,1982,7,9,89308.0
11243,1982-07-12,1982,7,12,89302.0
11244,1982-07-13,1982,7,13,89296.0
11245,1982-07-14,1982,7,14,89290.0
11246,1982-07-15,1982,7,15,89284.0
11247,1982-07-16,1982,7,16,89278.0
11248,1982-07-19,1982,7,19,89272.0
11249,1982-07-20,1982,7,20,89266.0
11250,1982-07-21,1982,7,21,89260.0
11251,1982-07-22,1982,7,22,89254.0
11252,1982-07-23,1982,7,23,89248.0
11253,1982-07-26,1982,7,26,89242.0
11254,1982-07-27,1982,7,27,89236.0
11255,1982-07-28,1982,7,28,89230.0
11256,1982-07-29,1982,7,29,89224.0
11257,1982-07-30,1982,7,30,89218.0
11258,1982-08-02,1982,8,2,89212.0
11259,1982-08-03,1982,8,3,89230.90909090909
11260,1982-08-04,1982,8,4,89249.81818181818
11261,1982-08-05,1982,8,5,89268.72727272728
11262,1982-08-06,1982,8,6,89287.63636363637
11263,1982-08-09,1982,8,9,89306.54545454546
11264,1982-08-10,1982,8,10,89325.45454545454
11265,1982-08-11,1982,8,11,89344.36363636363
11266,1982-08-12,1982,8,12,89363.27272727272
11267,1982-08-13,1982,8,13,89382.18181818182
11268,1982-08-16,1982,8,16,89401.09090909091
11269,1982-08-17,1982,8,17,89420.0
11270,1982-08-18,1982,8,18,89438.90909090909
11271,1982-08-19,1982,8,19,89457.81818181818
11272,1982-08-20,1982,8,20,89476.72727272728
11273,1982-08-23,1982,8,23,89495.63636363637
11274,1982-08-24,1982,8,24,89514.54545454546
11275,1982-08-25,1982,8,25,89533.45454545454
11276,1982-08-26,1982,8,26,89552.36363636363
11277,1982-08-27,1982,8,27,89571.27272727272
11278,1982-08-30,1982,8,30,89590.18181818182
11279,1982-08-31,1982,8,31,89609.09090909091
11280,1982-09-01,1982,9,1,89628.0
11281,1982-09-02,1982,9,2,89626.57142857143
11282,1982-09-03,1982,9,3,89625.14285714286
11283,1982-09-07,1982,9,7,89623.71428571429
11284,1982-09-08,1982,9,8,89622.28571428571
11285,1982-09-09,1982,9,9,89620.85714285714
11286,1982-09-10,1982,9,10,89619.42857142857
11287,1982-09-13,1982,9,13,89618.0
11288,1982-09-14,1982,9,14,89616.57142857143
11289,1982-09-15,1982,9,15,89615.14285714286
11290,1982-09-16,1982,9,16,89613.71428571429
11291,1982-09-17,1982,9,17,89612.28571428571
11292,1982-09-20,1982,9,20,89610.85714285714
11293,1982-09-21,1982,9,21,89609.42857142857
11294,1982-09-22,1982,9,22,89608.0
11295,1982-09-23,1982,9,23,89606.57142857143
11296,1982-09-24,1982,9,24,89605.14285714286
11297,1982-09-27,1982,9,27,89603.71428571429
11298,1982-09-28,1982,9,28,89602.28571428571
11299,1982-09-29,1982,9,29,89600.85714285714
11300,1982-09-30,1982,9,30,89599.42857142857
11301,1982-10-01,1982,10,1,89598.0
11302,1982-10-04,1982,10,4,89592.85
11303,1982-10-05,1982,10,5,89587.7
11304,1982-10-06,1982,10,6,89582.55
11305,1982-10-07,1982,10,7,89577.4
11306,1982-10-08,1982,10,8,89572.25
11307,1982-10-12,1982,10,12,89567.1
11308,1982-10-13,1982,10,13,89561.95
11309,1982-10-14,1982,10,14,89556.8
11310,1982-10-15,1982,10,15,89551.65
11311,1982-10-18,1982,10,18,89546.5
11312,1982-10-19,1982,10,19,89541.35
11313,1982-10-20,1982,10,20,89536.2
11314,1982-10-21,1982,10,21,89531.05
11315,1982-10-22,1982,10,22,89525.9
11316,1982-10-25,1982,10,25,89520.75
11317,1982-10-26,1982,10,26,89515.6
11318,1982-10-27,1982,10,27,89510.45
11319,1982-10-28,1982,10,28,89505.3
11320,1982-10-29,1982,10,29,89500.15
11321,1982-11-01,1982,11,1,89495.0
11322,1982-11-02,1982,11,2,89490.05
11323,1982-11-03,1982,11,3,89485.1
11324,1982-11-04,1982,11,4,89480.15
11325,1982-11-05,1982,11,5,89475.2
11326,1982-11-08,1982,11,8,89470.25
11327,1982-11-09,1982,11,9,89465.3
11328,1982-11-10,1982,11,10,89460.35
11329,1982-11-12,1982,11,12,89455.4
11330,1982-11-15,1982,11,15,89450.45
11331,1982-11-16,1982,11,16,89445.5
11332,1982-11-17,1982,11,17,89440.55
11333,1982-11-18,1982,11,18,89435.6
11334,1982-11-19,1982,11,19,89430.65
11335,1982-11-22,1982,11,22,89425.7
11336,1982-11-23,1982,11,23,89420.75
11337,1982-11-24,1982,11,24,89415.8
11338,1982-11-26,1982,11,26,89410.85
11339,1982-11-29,1982,11,29,89405.9
11340,1982-11-30,1982,11,30,89400.95
11341,1982-12-01,1982,12,1,89396.0
11342,1982-12-02,1982,12,2,89316.61904761905
11343,1982-12-03,1982,12,3,89237.23809523809
11344,1982-12-06,1982,12,6,89157.85714285714
11345,1982-12-07,1982,12,7,89078.47619047618
11346,1982-12-08,1982,12,8,88999.09523809524
11347,1982-12-09,1982,12,9,88919.71428571429
11348,1982-12-10,1982,12,10,88840.33333333333
11349,1982-12-13,1982,12,13,88760.95238095238
11350,1982-12-14,1982,12,14,88681.57142857143
11351,1982-12-15,1982,12,15,88602.19047619047
11352,1982-12-16,1982,12,16,88522.80952380953
11353,1982-12-17,1982,12,17,88443.42857142857
11354,1982-12-20,1982,12,20,88364.04761904762
11355,1982-12-21,1982,12,21,88284.66666666667
11356,1982-12-22,1982,12,22,88205.28571428571
11357,1982-12-23,1982,12,23,88125.90476190476
11358,1982-12-27,1982,12,27,88046.52380952382
11359,1982-12-28,1982,12,28,87967.14285714286
11360,1982-12-29,1982,12,29,87887.76190476191
11361,1982-12-30,1982,12,30,87808.38095238095
11362,1983-01-03,1983,1,3,87729.0
11363,1983-01-04,1983,1,4,87729.57142857143
11364,1983-01-05,1983,1,5,87730.14285714286
11365,1983-01-06,1983,1,6,87730.71428571429
11366,1983-01-07,1983,1,7,87731.28571428571
11367,1983-01-10,1983,1,10,87731.85714285714
11368,1983-01-11,1983,1,11,87732.42857142857
11369,1983-01-12,1983,1,12,87733.0
11370,1983-01-13,1983,1,13,87733.57142857143
11371,1983-01-14,1983,1,14,87734.14285714286
11372,1983-01-17,1983,1,17,87734.71428571429
11373,1983-01-18,1983,1,18,87735.28571428571
11374,1983-01-19,1983,1,19,87735.85714285714
11375,1983-01-20,1983,1,20,87736.42857142857
11376,1983-01-21,1983,1,21,87737.0
11377,1983-01-24,1983,1,24,87737.57142857143
11378,1983-01-25,1983,1,25,87738.14285714286
11379,1983-01-26,1983,1,26,87738.71428571429
11380,1983-01-27,1983,1,27,87739.28571428571
11381,1983-01-28,1983,1,28,87739.85714285714
11382,1983-01-31,1983,1,31,87740.42857142857
11383,1983-02-01,1983,2,1,87741.0
11384,1983-02-02,1983,2,2,87772.73684210527
11385,1983-02-03,1983,2,3,87804.47368421052
11386,1983-02-04,1983,2,4,87836.21052631579
11387,1983-02-07,1983,2,7,87867.94736842105
11388,1983-02-08,1983,2,8,87899.68421052632
11389,1983-02-09,1983,2,9,87931.42105263157
11390,1983-02-10,1983,2,10,87963.15789473684
11391,1983-02-11,1983,2,11,87994.8947368421
11392,1983-02-14,1983,2,14,88026.63157894737
11393,1983-02-15,1983,2,15,88058.36842105263
11394,1983-02-16,1983,2,16,88090.1052631579
11395,1983-02-17,1983,2,17,88121.84210526316
11396,1983-02-18,1983,2,18,88153.57894736843
11397,1983-02-22,1983,2,22,88185.31578947368
11398,1983-02-23,1983,2,23,88217.05263157895
11399,1983-02-24,1983,2,24,88248.78947368421
11400,1983-02-25,1983,2,25,88280.52631578948
11401,1983-02-28,1983,2,28,88312.26315789473
11402,1983-03-01,1983,3,1,88344.0
11403,1983-03-02,1983,3,2,88380.65217391304
11404,1983-03-03,1983,3,3,88417.30434782608
11405,1983-03-04,1983,3,4,88453.95652173914
11406,1983-03-07,1983,3,7,88490.60869565218
11407,1983-03-08,1983,3,8,88527.26086956522
11408,1983-03-09,1983,3,9,88563.91304347826
11409,1983-03-10,1983,3,10,88600.56521739131
11410,1983-03-11,1983,3,11,88637.21739130435
11411,1983-03-14,1983,3,14,88673.86956521739
11412,1983-03-15,1983,3,15,88710.52173913043
11413,1983-03-16,1983,3,16,88747.17391304347
11414,1983-03-17,1983,3,17,88783.82608695653
11415,1983-03-18,1983,3,18,88820.47826086957
11416,1983-03-21,1983,3,21,88857.13043478261
11417,1983-03-22,1983,3,22,88893.78260869565
11418,1983-03-23,1983,3,23,88930.43478260869
11419,1983-03-24,1983,3,24,88967.08695652174
11420,1983-03-25,1983,3,25,89003.73913043478
11421,1983-03-28,1983,3,28,89040.39130434782
11422,1983-03-29,1983,3,29,89077.04347826086
11423,1983-03-30,1983,3,30,89113.69565217392
11424,1983-03-31,1983,3,31,89150.34782608696
11425,1983-04-01,1983,4,1,89187.0
11426,1983-04-04,1983,4,4,89226.61904761905
11427,1983-04-05,1983,4,5,89266.23809523809
11428,1983-04-06,1983,4,6,89305.85714285714
11429,1983-04-07,1983,4,7,89345.47619047618
11430,1983-04-08,1983,4,8,89385.09523809524
11431,1983-04-11,1983,4,11,89424.71428571429
11432,1983-04-12,1983,4,12,89464.33333333333
11433,1983-04-13,1983,4,13,89503.95238095238
11434,1983-04-14,1983,4,14,89543.57142857143
11435,1983-04-15,1983,4,15,89583.19047619047
11436,1983-04-18,1983,4,18,89622.80952380953
11437,1983-04-19,1983,4,19,89662.42857142857
11438,1983-04-20,1983,4,20,89702.04761904762
11439,1983-04-21,1983,4,21,89741.66666666667
11440,1983-04-22,1983,4,22,89781.28571428571
11441,1983-04-25,1983,4,25,89820.90476190476
11442,1983-04-26,1983,4,26,89860.52380952382
11443,1983-04-27,1983,4,27,89900.14285714286
11444,1983-04-28,1983,4,28,89939.76190476191
11445,1983-04-29,1983,4,29,89979.38095238095
11446,1983-05-02,1983,5,2,90019.0
11447,1983-05-03,1983,5,3,90058.28571428571
11448,1983-05-04,1983,5,4,90097.57142857143
11449,1983-05-05,1983,5,5,90136.85714285714
11450,1983-05-06,1983,5,6,90176.14285714286
11451,1983-05-09,1983,5,9,90215.42857142857
11452,1983-05-10,1983,5,10,90254.71428571429
11453,1983-05-11,1983,5,11,90294.0
11454,1983-05-12,1983,5,12,90333.28571428571
11455,1983-05-13,1983,5,13,90372.57142857143
11456,1983-05-16,1983,5,16,90411.85714285714
11457,1983-05-17,1983,5,17,90451.14285714286
11458,1983-05-18,1983,5,18,90490.42857142857
11459,1983-05-19,1983,5,19,90529.71428571429
11460,1983-05-20,1983,5,20,90569.0
11461,1983-05-23,1983,5,23,90608.28571428571
11462,1983-05-24,1983,5,24,90647.57142857143
11463,1983-05-25,1983,5,25,90686.85714285714
11464,1983-05-26,1983,5,26,90726.14285714286
11465,1983-05-27,1983,5,27,90765.42857142857
11466,1983-05-31,1983,5,31,90804.71428571429
11467,1983-06-01,1983,6,1,90844.0
11468,1983-06-02,1983,6,2,90817.95454545454
11469,1983-06-03,1983,6,3,90791.90909090909
11470,1983-06-06,1983,6,6,90765.86363636363
11471,1983-06-07,1983,6,7,90739.81818181818
11472,1983-06-08,1983,6,8,90713.77272727272
11473,1983-06-09,1983,6,9,90687.72727272728
11474,1983-06-10,1983,6,10,90661.68181818182
11475,1983-06-13,1983,6,13,90635.63636363637
11476,1983-06-14,1983,6,14,90609.59090909091
11477,1983-06-15,1983,6,15,90583.54545454546
11478,1983-06-16,1983,6,16,90557.5
11479,1983-06-17,1983,6,17,90531.45454545454
11480,1983-06-20,1983,6,20,90505.40909090909
11481,1983-06-21,1983,6,21,90479.36363636363
11482,1983-06-22,1983,6,22,90453.31818181818
11483,1983-06-23,1983,6,23,90427.27272727272
11484,1983-06-24,1983,6,24,90401.22727272728
11485,1983-06-27,1983,6,27,90375.18181818182
11486,1983-06-28,1983,6,28,90349.13636363637
11487,1983-06-29,1983,6,29,90323.09090909091
11488,1983-06-30,1983,6,30,90297.04545454546
11489,1983-07-01,1983,7,1,90271.0
11490,1983-07-05,1983,7,5,90257.35
11491,1983-07-06,1983,7,6,90243.7
11492,1983-07-07,1983,7,7,90230.05
11493,1983-07-08,1983,7,8,90216.4
11494,1983-07-11,1983,7,11,90202.75
11495,1983-07-12,1983,7,12,90189.1
11496,1983-07-13,1983,7,13,90175.45
11497,1983-07-14,1983,7,14,90161.8
11498,1983-07-15,1983,7,15,90148.15
11499,1983-07-18,1983,7,18,90134.5
11500,1983-07-19,1983,7,19,90120.85
11501,1983-07-20,1983,7,20,90107.2
11502,1983-07-21,1983,7,21,90093.55
11503,1983-07-22,1983,7,22,90079.9
11504,1983-07-25,1983,7,25,90066.25
11505,1983-07-26,1983,7,26,90052.6
11506,1983-07-27,1983,7,27,90038.95
11507,1983-07-28,1983,7,28,90025.3
11508,1983-07-29,1983,7,29,90011.65
11509,1983-08-01,1983,8,1,89998.0
11510,1983-08-02,1983,8,2,90072.82608695653
11511,1983-08-03,1983,8,3,90147.65217391304
11512,1983-08-04,1983,8,4,90222.47826086957
11513,1983-08-05,1983,8,5,90297.30434782608
11514,1983-08-08,1983,8,8,90372.13043478261
11515,1983-08-09,1983,8,9,90446.95652173914
11516,1983-08-10,1983,8,10,90521.78260869565
11517,1983-08-11,1983,8,11,90596.60869565218
11518,1983-08-12,1983,8,12,90671.43478260869
11519,1983-08-15,1983,8,15,90746.26086956522
11520,1983-08-16,1983,8,16,90821.08695652174
11521,1983-08-17,1983,8,17,90895.91304347826
11522,1983-08-18,1983,8,18,90970.73913043478
11523,1983-08-19,1983,8,19,91045.56521739131
11524,1983-08-22,1983,8,22,91120.39130434782
11525,1983-08-23,1983,8,23,91195.21739130435
11526,1983-08-24,1983,8,24,91270.04347826086
11527,1983-08-25,1983,8,25,91344.86956521739
11528,1983-08-26,1983,8,26,91419.69565217392
11529,1983-08-29,1983,8,29,91494.52173913043
11530,1983-08-30,1983,8,30,91569.34782608696
11531,1983-08-31,1983,8,31,91644.17391304347
11532,1983-09-01,1983,9,1,91719.0
11533,1983-09-02,1983,9,2,91743.47619047618
11534,1983-09-06,1983,9,6,91767.95238095238
11535,1983-09-07,1983,9,7,91792.42857142857
11536,1983-09-08,1983,9,8,91816.90476190476
11537,1983-09-09,1983,9,9,91841.38095238095
11538,1983-09-12,1983,9,12,91865.85714285714
11539,1983-09-13,1983,9,13,91890.33333333333
11540,1983-09-14,1983,9,14,91914.80952380953
11541,1983-09-15,1983,9,15,91939.28571428571
11542,1983-09-16,1983,9,16,91963.76190476191
11543,1983-09-19,1983,9,19,91988.23809523809
11544,1983-09-20,1983,9,20,92012.71428571429
11545,1983-09-21,1983,9,21,92037.19047619047
11546,1983-09-22,1983,9,22,92061.66666666667
11547,1983-09-23,1983,9,23,92086.14285714286
11548,1983-09-26,1983,9,26,92110.61904761905
11549,1983-09-27,1983,9,27,92135.09523809524
11550,1983-09-28,1983,9,28,92159.57142857143
11551,1983-09-29,1983,9,29,92184.04761904762
11552,1983-09-30,1983,9,30,92208.52380952382
11553,1983-10-03,1983,10,3,92233.0
11554,1983-10-04,1983,10,4,92250.95
11555,1983-10-05,1983,10,5,92268.9
11556,1983-10-06,1983,10,6,92286.85
11557,1983-10-07,1983,10,7,92304.8
11558,1983-10-11,1983,10,11,92322.75
11559,1983-10-12,1983,10,12,92340.7
11560,1983-10-13,1983,10,13,92358.65
11561,1983-10-14,1983,10,14,92376.6
11562,1983-10-17,1983,10,17,92394.55
11563,1983-10-18,1983,10,18,92412.5
11564,1983-10-19,1983,10,19,92430.45
11565,1983-10-20,1983,10,20,92448.4
11566,1983-10-21,1983,10,21,92466.35
11567,1983-10-24,1983,10,24,92484.3
11568,1983-10-25,1983,10,25,92502.25
11569,1983-10-26,1983,10,26,92520.2
11570,1983-10-27,1983,10,27,92538.15
11571,1983-10-28,1983,10,28,92556.1
11572,1983-10-31,1983,10,31,92574.05
11573,1983-11-01,1983,11,1,92592.0
11574,1983-11-02,1983,11,2,92605.55
11575,1983-11-03,1983,11,3,92619.1
11576,1983-11-04,1983,11,4,92632.65
11577,1983-11-07,1983,11,7,92646.2
11578,1983-11-08,1983,11,8,92659.75
11579,1983-11-09,1983,11,9,92673.3
11580,1983-11-10,1983,11,10,92686.85
11581,1983-11-14,1983,11,14,92700.4
11582,1983-11-15,1983,11,15,92713.95
11583,1983-11-16,1983,11,16,92727.5
11584,1983-11-17,1983,11,17,92741.05
11585,1983-11-18,1983,11,18,92754.6
11586,1983-11-21,1983,11,21,92768.15
11587,1983-11-22,1983,11,22,92781.7
11588,1983-11-23,1983,11,23,92795.25
11589,1983-11-25,1983,11,25,92808.8
11590,1983-11-28,1983,11,28,92822.35
11591,1983-11-29,1983,11,29,92835.9
11592,1983-11-30,1983,11,30,92849.45
11593,1983-12-01,1983,12,1,92863.0
11594,1983-12-02,1983,12,2,92792.09523809524
11595,1983-12-05,1983,12,5,92721.19047619047
11596,1983-12-06,1983,12,6,92650.28571428571
11597,1983-12-07,1983,12,7,92579.38095238095
11598,1983-12-08,1983,12,8,92508.47619047618
11599,1983-12-09,1983,12,9,92437.57142857143
11600,1983-12-12,1983,12,12,92366.66666666667
11601,1983-12-13,1983,12,13,92295.76190476191
11602,1983-12-14,1983,12,14,92224.85714285714
11603,1983-12-15,1983,12,15,92153.95238095238
11604,1983-12-16,1983,12,16,92083.04761904762
11605,1983-12-19,1983,12,19,92012.14285714286
11606,1983-12-20,1983,12,20,91941.23809523809
11607,1983-12-21,1983,12,21,91870.33333333333
11608,1983-12-22,1983,12,22,91799.42857142857
11609,1983-12-23,1983,12,23,91728.52380952382
11610,1983-12-27,1983,12,27,91657.61904761905
11611,1983-12-28,1983,12,28,91586.71428571429
11612,1983-12-29,1983,12,29,91515.80952380953
11613,1983-12-30,1983,12,30,91444.90476190476
11614,1984-01-03,1984,1,3,91374.0
11615,1984-01-04,1984,1,4,91400.95238095238
11616,1984-01-05,1984,1,5,91427.90476190476
11617,1984-01-06,1984,1,6,91454.85714285714
11618,1984-01-09,1984,1,9,91481.80952380953
11619,1984-01-10,1984,1,10,91508.76190476191
11620,1984-01-11,1984,1,11,91535.71428571429
11621,1984-01-12,1984,1,12,91562.66666666667
11622,1984-01-13,1984,1,13,91589.61904761905
11623,1984-01-16,1984,1,16,91616.57142857143
11624,1984-01-17,1984,1,17,91643.52380952382
11625,1984-01-18,1984,1,18,91670.47619047618
11626,1984-01-19,1984,1,19,91697.42857142857
11627,1984-01-20,1984,1,20,91724.38095238095
11628,1984-01-23,1984,1,23,91751.33333333333
11629,1984-01-24,1984,1,24,91778.28571428571
11630,1984-01-25,1984,1,25,91805.23809523809
11631,1984-01-26,1984,1,26,91832.19047619047
11632,1984-01-27,1984,1,27,91859.14285714286
11633,1984-01-30,1984,1,30,91886.09523809524
11634,1984-01-31,1984,1,31,91913.04761904762
11635,1984-02-01,1984,2,1,91940.0
11636,1984-02-02,1984,2,2,91975.95
11637,1984-02-03,1984,2,3,92011.9
11638,1984-02-06,1984,2,6,92047.85
11639,1984-02-07,1984,2,7,92083.8
11640,1984-02-08,1984,2,8,92119.75
11641,1984-02-09,1984,2,9,92155.7
11642,1984-02-10,1984,2,10,92191.65
11643,1984-02-13,1984,2,13,92227.6
11644,1984-02-14,1984,2,14,92263.55
11645,1984-02-15,1984,2,15,92299.5
11646,1984-02-16,1984,2,16,92335.45
11647,1984-02-17,1984,2,17,92371.4
11648,1984-02-21,1984,2,21,92407.35
11649,1984-02-22,1984,2,22,92443.3
11650,1984-02-23,1984,2,23,92479.25
11651,1984-02-24,1984,2,24,92515.2
11652,1984-02-27,1984,2,27,92551.15
11653,1984-02-28,1984,2,28,92587.1
11654,1984-02-29,1984,2,29,92623.05
11655,1984-03-01,1984,3,1,92659.0
11656,1984-03-02,1984,3,2,92702.40909090909
11657,1984-03-05,1984,3,5,92745.81818181818
11658,1984-03-06,1984,3,6,92789.22727272728
11659,1984-03-07,1984,3,7,92832.63636363637
11660,1984-03-08,1984,3,8,92876.04545454546
11661,1984-03-09,1984,3,9,92919.45454545454
11662,1984-03-12,1984,3,12,92962.86363636363
11663,1984-03-13,1984,3,13,93006.27272727272
11664,1984-03-14,1984,3,14,93049.68181818182
11665,1984-03-15,1984,3,15,93093.09090909091
11666,1984-03-16,1984,3,16,93136.5
11667,1984-03-19,1984,3,19,93179.90909090909
11668,1984-03-20,1984,3,20,93223.31818181818
11669,1984-03-21,1984,3,21,93266.72727272728
11670,1984-03-22,1984,3,22,93310.13636363637
11671,1984-03-23,1984,3,23,93353.54545454546
11672,1984-03-26,1984,3,26,93396.95454545454
11673,1984-03-27,1984,3,27,93440.36363636363
11674,1984-03-28,1984,3,28,93483.77272727272
11675,1984-03-29,1984,3,29,93527.18181818182
11676,1984-03-30,1984,3,30,93570.59090909091
11677,1984-04-02,1984,4,2,93614.0
11678,1984-04-03,1984,4,3,93655.66666666667
11679,1984-04-04,1984,4,4,93697.33333333333
11680,1984-04-05,1984,4,5,93739.0
11681,1984-04-06,1984,4,6,93780.66666666667
11682,1984-04-09,1984,4,9,93822.33333333333
11683,1984-04-10,1984,4,10,93864.0
11684,1984-04-11,1984,4,11,93905.66666666667
11685,1984-04-12,1984,4,12,93947.33333333333
11686,1984-04-13,1984,4,13,93989.0
11687,1984-04-16,1984,4,16,94030.66666666667
11688,1984-04-17,1984,4,17,94072.33333333333
11689,1984-04-18,1984,4,18,94114.0
11690,1984-04-19,1984,4,19,94155.66666666667
11691,1984-04-20,1984,4,20,94197.33333333333
11692,1984-04-23,1984,4,23,94239.0
11693,1984-04-24,1984,4,24,94280.66666666667
11694,1984-04-25,1984,4,25,94322.33333333333
11695,1984-04-26,1984,4,26,94364.0
11696,1984-04-27,1984,4,27,94405.66666666667
11697,1984-04-30,1984,4,30,94447.33333333333
11698,1984-05-01,1984,5,1,94489.0
11699,1984-05-02,1984,5,2,94526.09090909091
11700,1984-05-03,1984,5,3,94563.18181818182
11701,1984-05-04,1984,5,4,94600.27272727272
11702,1984-05-07,1984,5,7,94637.36363636363
11703,1984-05-08,1984,5,8,94674.45454545454
11704,1984-05-09,1984,5,9,94711.54545454546
11705,1984-05-10,1984,5,10,94748.63636363637
11706,1984-05-11,1984,5,11,94785.72727272728
11707,1984-05-14,1984,5,14,94822.81818181818
11708,1984-05-15,1984,5,15,94859.90909090909
11709,1984-05-16,1984,5,16,94897.0
11710,1984-05-17,1984,5,17,94934.09090909091
11711,1984-05-18,1984,5,18,94971.18181818182
11712,1984-05-21,1984,5,21,95008.27272727272
11713,1984-05-22,1984,5,22,95045.36363636363
11714,1984-05-23,1984,5,23,95082.45454545454
11715,1984-05-24,1984,5,24,95119.54545454546
11716,1984-05-25,1984,5,25,95156.63636363637
11717,1984-05-29,1984,5,29,95193.72727272728
11718,1984-05-30,1984,5,30,95230.81818181818
11719,1984-05-31,1984,5,31,95267.90909090909
11720,1984-06-01,1984,6,1,95305.0
11721,1984-06-04,1984,6,4,95271.76190476191
11722,1984-06-05,1984,6,5,95238.52380952382
11723,1984-06-06,1984,6,6,95205.28571428571
11724,1984-06-07,1984,6,7,95172.04761904762
11725,1984-06-08,1984,6,8,95138.80952380953
11726,1984-06-11,1984,6,11,95105.57142857143
11727,1984-06-12,1984,6,12,95072.33333333333
11728,1984-06-13,1984,6,13,95039.09523809524
11729,1984-06-14,1984,6,14,95005.85714285714
11730,1984-06-15,1984,6,15,94972.61904761905
11731,1984-06-18,1984,6,18,94939.38095238095
11732,1984-06-19,1984,6,19,94906.14285714286
11733,1984-06-20,1984,6,20,94872.90476190476
11734,1984-06-21,1984,6,21,94839.66666666667
11735,1984-06-22,1984,6,22,94806.42857142857
11736,1984-06-25,1984,6,25,94773.19047619047
11737,1984-06-26,1984,6,26,94739.95238095238
11738,1984-06-27,1984,6,27,94706.71428571429
11739,1984-06-28,1984,6,28,94673.47619047618
11740,1984-06-29,1984,6,29,94640.23809523809
11741,1984-07-02,1984,7,2,94607.0
11742,1984-07-03,1984,7,3,94620.38095238095
11743,1984-07-05,1984,7,5,94633.76190476191
11744,1984-07-06,1984,7,6,94647.14285714286
11745,1984-07-09,1984,7,9,94660.52380952382
11746,1984-07-10,1984,7,10,94673.90476190476
11747,1984-07-11,1984,7,11,94687.28571428571
11748,1984-07-12,1984,7,12,94700.66666666667
11749,1984-07-13,1984,7,13,94714.04761904762
11750,1984-07-16,1984,7,16,94727.42857142857
11751,1984-07-17,1984,7,17,94740.80952380953
11752,1984-07-18,1984,7,18,94754.19047619047
11753,1984-07-19,1984,7,19,94767.57142857143
11754,1984-07-20,1984,7,20,94780.95238095238
11755,1984-07-23,1984,7,23,94794.33333333333
11756,1984-07-24,1984,7,24,94807.71428571429
11757,1984-07-25,1984,7,25,94821.09523809524
11758,1984-07-26,1984,7,26,94834.47619047618
11759,1984-07-27,1984,7,27,94847.85714285714
11760,1984-07-30,1984,7,30,94861.23809523809
11761,1984-07-31,1984,7,31,94874.61904761905
11762,1984-08-01,1984,8,1,94888.0
11763,1984-08-02,1984,8,2,94928.0
11764,1984-08-03,1984,8,3,94968.0
11765,1984-08-06,1984,8,6,95008.0
11766,1984-08-07,1984,8,7,95048.0
11767,1984-08-08,1984,8,8,95088.0
11768,1984-08-09,1984,8,9,95128.0
11769,1984-08-10,1984,8,10,95168.0
11770,1984-08-13,1984,8,13,95208.0
11771,1984-08-14,1984,8,14,95248.0
11772,1984-08-15,1984,8,15,95288.0
11773,1984-08-16,1984,8,16,95328.0
11774,1984-08-17,1984,8,17,95368.0
11775,1984-08-20,1984,8,20,95408.0
11776,1984-08-21,1984,8,21,95448.0
11777,1984-08-22,1984,8,22,95488.0
11778,1984-08-23,1984,8,23,95528.0
11779,1984-08-24,1984,8,24,95568.0
11780,1984-08-27,1984,8,27,95608.0
11781,1984-08-28,1984,8,28,95648.0
11782,1984-08-29,1984,8,29,95688.0
11783,1984-08-30,1984,8,30,95728.0
11784,1984-08-31,1984,8,31,95768.0
11785,1984-09-04,1984,9,4,95808.0
11786,1984-09-05,1984,9,5,95837.15789473684
11787,1984-09-06,1984,9,6,95866.31578947368
11788,1984-09-07,1984,9,7,95895.47368421052
11789,1984-09-10,1984,9,10,95924.63157894737
11790,1984-09-11,1984,9,11,95953.78947368421
11791,1984-09-12,1984,9,12,95982.94736842105
11792,1984-09-13,1984,9,13,96012.1052631579
11793,1984-09-14,1984,9,14,96041.26315789473
11794,1984-09-17,1984,9,17,96070.42105263157
11795,1984-09-18,1984,9,18,96099.57894736843
11796,1984-09-19,1984,9,19,96128.73684210527
11797,1984-09-20,1984,9,20,96157.8947368421
11798,1984-09-21,1984,9,21,96187.05263157895
11799,1984-09-24,1984,9,24,96216.21052631579
11800,1984-09-25,1984,9,25,96245.36842105263
11801,1984-09-26,1984,9,26,96274.52631578948
11802,1984-09-27,1984,9,27,96303.68421052632
11803,1984-09-28,1984,9,28,96332.84210526316
11804,1984-10-01,1984,10,1,96362.0
11805,1984-10-02,1984,10,2,96379.09090909091
11806,1984-10-03,1984,10,3,96396.18181818182
11807,1984-10-04,1984,10,4,96413.27272727272
11808,1984-10-05,1984,10,5,96430.36363636363
11809,1984-10-09,1984,10,9,96447.45454545454
11810,1984-10-10,1984,10,10,96464.54545454546
11811,1984-10-11,1984,10,11,96481.63636363637
